muncod_ibge,pop_total,pop_branca,pop_preta,pop_amarela,pop_parda,pop_indigena
2202406,11100,2026,1187,5,7858,24
2202455,3974,1044,251,1,2671,7
2202505,10318,1893,1313,,7111,1
2202539,5630,1258,553,,3819,
2202554,5033,1319,471,,3241,2
2202604,19288,3877,1952,40,13414,4
2202653,5496,1052,657,3,3784,
2202703,28212,8788,1292,39,18091,1
2202711,4911,662,412,1,3836,
2202729,6386,2461,115,,3810,
2202737,4117,552,323,,3240,2
2202752,6150,1129,763,,4255,3
2202778,6994,869,1814,,4310,1
2202802,4932,1331,512,,3085,4
2202851,4250,930,545,2,2768,5
2202901,27278,4155,4114,71,18909,29
2203008,7356,1175,1013,17,5149,2
2203107,10503,1567,1213,,7719,4
2203206,11270,1504,994,3,8757,12
2203230,4854,611,403,,3521,319
2203255,4413,515,652,1,3242,3
2203271,5073,1050,508,4,3507,2
2203305,16352,2857,1630,7,11855,3
2203354,7054,2171,663,25,4190,5
2203404,6320,2596,350,1,3373,
2203420,4075,1312,247,9,2506,1
2203453,9159,3200,1005,,4951,3
2203503,13607,2394,1672,23,9517,1
2203602,4377,741,572,,3063,1
2203701,40970,7915,4733,21,28283,18
2203750,5284,855,878,,3550,1
2203800,4414,713,618,1,3082,
2203859,2333,419,173,,1737,4
2203909,62036,11613,12691,132,37416,184
2204006,4505,448,746,1,3308,2
2204105,4412,683,556,3,3168,2
2204154,2929,648,166,,2115,
2204204,8237,2838,585,1,4809,4
2204303,10259,3837,496,20,5900,6
2204352,5445,1618,274,1,3552,
2204402,10892,1440,1676,15,7739,22
2204501,10270,2414,1393,11,6423,28
2204550,4276,997,235,1,3043,
2204600,3518,740,366,,2411,1
2204659,9274,2040,891,1,6312,30
2204709,14958,3495,1658,4,9768,33
2204808,9420,2241,1593,,5586,
2204907,7774,1044,2198,,4531,1
2205003,10790,2794,699,11,7283,3
2205102,10323,1979,1640,5,6684,15
2205151,5613,1822,421,3,3367,
2205201,17527,2800,1622,,13094,11
2205250,4180,674,658,,2848,
2205276,4494,790,266,4,3433,1
2205300,4497,668,1084,20,2722,3
2205359,2970,640,201,3,2124,2
2205409,13886,2295,1175,1,10412,3
2205458,5394,731,398,1,4263,1
2205508,42559,5630,4492,23,32405,8
2205516,5214,1154,431,3,3623,3
2205524,5388,392,618,,4378,
2205532,4425,1027,310,,3088,
2205540,2939,490,295,3,2148,3
2205557,8256,1352,622,1,6281,
2205565,4995,1598,311,7,3072,7
2205573,6331,2154,301,2,3392,482
2205581,4810,656,766,7,3379,2
2205599,4520,1283,562,,2675,
2205607,5213,693,987,1,3532,
2205706,30641,8905,1917,32,19761,26
2205805,25375,5528,1788,7,18050,2
2205854,8032,1131,742,6,6150,3
2205904,5209,869,716,,3624,
2205953,8533,2115,706,,5712,
2206001,4724,752,485,6,3476,5
2206050,5218,1303,839,1,3051,24
2206100,10641,1994,980,3,7662,2
2206209,32150,4590,4127,49,23369,8
2206308,1318,184,322,1,811,
2206357,6542,2643,281,5,3605,8
2206407,10255,1464,1506,9,7266,10
2206506,7577,2456,437,,4680,3
2206605,10660,1438,1552,3,7666,1
2206654,4377,631,501,,3237,8
2206670,6425,1086,453,2,4874,10
2206696,9797,1787,746,46,7215,3
2206704,6665,874,1190,3,4593,5
2206720,10262,1158,2172,1,6922,9
2206753,5228,663,334,7,4223,1
2206803,8525,1023,1081,3,6418,
2206902,6097,896,628,,4573,
2206951,2827,548,493,3,1783,
2207009,38161,6596,8575,4,22945,41
2207108,2637,448,405,,1776,8
2207207,6382,2098,1042,,3231,11
2207306,4088,859,395,5,2829,
2207355,3000,527,262,,2211,
2207405,4952,1162,525,,3264,1
2207504,13264,1657,3314,,8275,15
2207553,3813,1179,438,,2196,
2207603,10103,1262,1367,32,7428,14
2207702,162159,49340,14362,187,98091,173
2207751,4135,648,825,12,2648,2
2207777,5425,1116,343,,3966,
2207793,3880,474,178,,3228,
2207801,21055,6957,2896,4,10631,567
2207850,3628,549,345,,2733,1
2207900,37894,14474,1968,20,21407,22
2207934,2458,596,310,,1551,
2207959,4076,1003,519,,2552,2
2208007,83090,29707,7535,46,45718,80
2208106,11341,3011,1009,3,7310,8
2208205,17613,4802,1142,1,11655,13
2208304,28846,7349,1772,56,19647,22
2208403,65538,16287,5624,88,42637,902
2208502,12052,1333,1528,6,9184,
2208551,2364,257,269,,1838,
2208601,3042,644,325,2,2068,3
2208650,8738,4498,1473,,2602,165
2208700,8394,983,1885,,5518,8
2208809,17133,2214,4141,,10760,18
2208858,4165,493,549,,3123,
2208874,4055,418,712,4,2919,2
2208908,6164,1191,815,,4154,4
2209005,5801,1006,803,2,3990,
2209104,5831,1147,1011,,3670,3
2209153,3435,357,341,,2737,
2209203,6087,888,759,27,4368,45
2209302,5336,876,739,5,3716,
2209351,4125,1718,202,,2205,
2209377,4650,703,839,,3108,
2209401,5839,2127,444,5,3260,3
2209450,2138,188,204,,1746,
2209500,3646,960,350,,2336,
2209559,4358,1070,450,4,2833,1
2209609,2842,749,288,,1805,
2209658,5572,3208,425,37,1896,6
2209708,5392,725,1064,29,3574,
2209757,2947,314,361,5,2267,
2209807,4837,1048,821,,2968,
2209856,4242,1310,227,3,2701,1
2209872,5522,1223,323,7,3966,3
2209906,6114,1280,764,8,4055,7
2209955,4383,334,1800,,2240,8
2209971,8186,1356,501,3,6321,5
2210003,21421,4433,4792,57,12113,23
2210052,4841,1180,339,12,3310,
2210102,3297,508,823,3,1963,
2210201,6597,3079,599,,2919,
2210300,6025,2069,287,,3669,
2210359,4410,903,328,,3178,1
2210375,2309,789,82,,1438,
2210383,2269,530,177,5,1557,
2210391,2829,459,486,,1881,3
2210409,17554,4050,1663,13,11797,31
2210508,13755,1953,2217,7,9568,6
2210607,38934,9187,5753,181,23675,137
2210623,3202,608,424,2,2168,
2210631,4446,1248,332,,2864,2
2210656,9460,1718,519,6,7215,2
2210706,14350,3240,1650,4,9456,
2210805,13870,2861,2144,55,8787,23
2210904,4141,481,608,2,3050,
2210938,6220,2352,290,,3576,2
2210953,2949,546,273,,2130,
2210979,2316,436,420,,1453,7
2211001,866300,212511,124850,987,526745,1195
2211100,46119,7475,5687,25,32905,27
2211209,25203,5331,2907,43,16663,259
2211308,22279,4736,2948,1,14564,29
2211357,5055,889,830,,3333,3
2211407,4417,917,680,,2817,3
2211506,3185,730,156,,2297,2
2211605,2935,880,105,,1948,2
2211704,4059,835,414,,2808,2
2300101,10038,2357,745,11,6920,5
2300150,14027,2488,1079,,10453,7
2300200,65264,16360,3788,49,44571,495
2300309,44962,14381,2862,13,27682,24
2300408,14076,3385,1128,4,9555,4
2300507,11369,2044,712,20,8593,
2300606,6782,1905,715,5,4156,1
2300705,14155,4154,1093,12,8891,5
2300754,42156,9770,1948,34,30338,57
2300804,7245,2698,636,3,3904,4
2300903,12928,3290,682,4,8939,13
2301000,80645,20158,6409,75,53546,455
2301109,75113,19589,6135,88,49119,177
2301208,25553,5648,1651,14,18237,3
2301257,11096,2737,292,23,8029,15
2301307,19783,4193,1344,35,14202,9
2301406,11224,1410,555,5,8535,719
2301505,7429,2535,429,2,4454,8
2301604,21697,7577,1526,59,12526,9
2301703,23714,7732,1327,26,14623,6
2301802,5704,1477,276,6,3935,10
2301851,17195,4223,919,1,12048,4
2301901,75033,15592,7777,307,51283,74
2301950,22392,3760,1076,6,17544,6
2302008,19381,6204,1474,16,11675,12
2302057,14567,2648,786,21,11111,1
2302107,35218,6959,2891,32,25220,116
2302206,53114,12957,3213,27,36880,37
2302305,32775,7031,2492,20,23203,29
2302404,50411,14060,2705,41,33205,400
2302503,51090,14498,2987,38,33541,26
2302602,62326,13221,4085,99,44872,48
2302701,25135,7861,1953,85,15220,15
2302800,74174,17315,4566,205,51655,432
2302909,17254,2849,1780,33,12583,9
2303006,16377,3470,943,14,11939,11
2303105,17632,4189,1347,35,12051,10
2303204,26320,7332,1362,52,17557,17
2303303,17015,6427,1063,37,9481,6
2303402,17210,6839,797,14,8814,744
2303501,72720,16164,4223,97,52134,98
2303600,10243,3184,632,12,6414,1
2303659,10444,2239,387,21,7729,67
2303709,355679,87058,26386,463,229860,11904
2303808,22344,7590,1569,14,13171,
2303907,12462,2690,782,6,8984,
2303931,12113,1747,559,1,9805,
2303956,20163,4933,1535,5,13678,12
2304004,20953,6138,942,2,13870,1
2304103,76390,22019,5076,92,47030,2172
2304202,131050,35461,16519,463,78251,353
2304236,17481,4554,545,64,12313,5
2304251,29761,9135,1232,48,19318,28
2304269,8932,2461,349,5,6117,
2304277,6474,2458,469,4,3539,4
2304285,74170,21940,3531,97,48548,54
2304301,18217,4847,1212,20,12130,8
2304350,24173,5542,1820,106,16697,7
2304400,2428708,793975,171018,3127,1456901,3000
2304459,17294,4464,1184,11,11618,17
2304509,15657,4208,776,33,10630,10
2304608,6734,1517,346,4,4867,
2304657,13801,4279,898,12,8602,10
2304707,53344,9989,3010,93,40223,29
2304806,4841,1347,466,12,3015,1
2304905,10910,3814,711,51,6324,9
2304954,24325,4654,2141,19,17509,2
2305001,42053,12632,1551,110,27724,36
2305100,5654,883,343,5,4423,
2305209,17855,5634,1126,34,11056,4
2305233,74755,15709,4801,59,54085,98
2305266,11956,2521,773,,8662,
2305308,23965,6087,872,23,16974,7
2305332,11611,3504,476,19,7606,6
2305357,21433,6914,2012,29,12471,6
2305407,62642,19302,3596,38,39701,5
2305506,98064,34208,6727,80,56931,114
2305605,24024,8106,1510,13,14376,19
2305654,11575,2994,561,23,7992,5
2305704,12083,4024,837,7,7214,1
2305803,41081,12960,2346,46,25700,29
2305902,36798,10320,1983,127,24305,62
2306009,14001,5052,1032,2,7909,6
2306108,23915,4530,1029,48,18302,6
2306207,7536,2226,338,5,4964,3
2306256,64650,13644,4751,154,46043,56
2306306,46426,11624,2042,67,32671,18
2306405,131123,27474,7579,212,95226,629
2306504,17841,3621,1983,38,12198,1
2306553,42957,9176,2162,96,27838,3684
2306603,20424,3989,1013,10,15408,3
2306702,17232,3420,898,3,12908,3
2306801,10356,2971,1020,8,6350,7
2306900,33726,10506,2189,38,20984,8
2307007,31701,9891,2031,76,19657,45
2307106,27411,4965,2392,43,19979,31
2307205,7861,2154,442,11,5253,1
2307254,25555,6724,1206,34,17570,21
2307304,286120,89668,25461,372,170366,248
2307403,23922,7626,1667,4,14615,10
2307502,30802,9303,2275,6,19209,9
2307601,59560,22537,3941,62,32971,49
2307635,16896,3708,1424,94,11666,4
2307650,234509,58179,15114,285,157320,3603
2307700,105093,25261,8602,73,71044,113
2307809,25799,6082,2117,9,17577,13
2307908,10846,2279,763,15,7780,9
2308005,37697,6372,2365,102,28842,14
2308104,45561,12562,3593,52,29344,10
2308203,15157,2423,1056,1,11673,4
2308302,25900,6739,2379,46,16730,6
2308351,14123,5338,670,3,8107,4
2308377,14196,3150,681,12,10344,6
2308401,36822,7994,3930,45,24809,44
2308500,37735,11229,1602,25,24875,4
2308609,17149,3444,444,17,9806,3436
2308708,61443,21356,3261,21,36781,23
2308807,8254,1525,445,3,6281,
2308906,22753,5721,1782,17,15155,78
2309003,13666,4984,650,13,8013,6
2309102,10569,2403,708,34,7413,11
2309201,15399,3715,1024,6,10645,5
2309300,30699,8653,1488,12,20514,31
2309409,27545,7482,1249,46,18302,466
2309458,24493,5683,1996,43,16752,19
2309508,19675,6171,1113,14,12373,4
2309607,70983,16669,4781,68,49397,65
2309706,81524,19239,6820,96,54268,1098
2309805,11186,2191,687,,8307,1
2309904,6175,1968,538,1,3662,6
2310001,9346,2486,499,4,6354,3
2310100,10242,2092,743,8,7392,7
2310209,38980,9119,2692,58,27002,107
2310258,32216,7803,1439,38,22922,14
2310308,31445,9850,2214,99,19266,16
2310407,10384,2034,456,13,7876,5
2310506,40187,9676,1409,52,29040,10
2310605,8972,2250,612,7,6097,6
2310704,37813,9751,2386,47,25615,14
2310803,15274,5256,994,9,9008,7
2310852,23391,5066,1717,29,16542,36
2310902,16616,5690,781,3,10135,5
2310951,10606,3018,462,6,7120,
2311009,12065,3478,420,10,6900,1257
2311108,17050,3396,1212,37,12390,15
2311207,8833,2305,905,21,5601,1
2311231,5974,3127,316,1,2530,
2311264,20213,6181,1198,11,12152,670
2311306,84168,21331,5630,96,57081,28
2311355,15910,5669,485,8,9738,10
2311405,82177,19041,5122,27,57871,116
2311504,20874,6506,1278,3,13083,4
2311603,27214,4320,1527,7,21338,22
2311702,18606,5825,629,18,12133,1
2311801,72928,23556,3923,83,45336,29
2311900,13854,5086,1019,15,7731,3
2311959,16633,3717,2445,1,10455,15
2312007,30628,6919,2887,44,20751,27
2312106,16954,3501,1304,17,12127,5
2312205,40183,9438,2286,25,28382,49
2312304,47640,14290,2902,27,30155,265
2312403,54143,10528,2961,61,40485,108
2312502,5855,1791,232,1,3831,
2312601,10822,2642,588,25,7561,6
2312700,24266,6602,1795,2,15860,5
2312809,7262,1141,444,8,5667,2
2312908,203023,51815,15839,323,134926,114
2313005,18179,4683,1039,5,12449,3
2313104,30652,12509,1366,22,16748,7
2313203,24815,5330,1561,11,17331,579
2313252,7529,3264,356,,3907,2
2313302,61227,24407,5064,57,31645,40
2313351,17154,2951,581,15,13599,8
2313401,81506,21725,3176,124,56414,67
2313500,58415,12330,3060,84,42912,24
2313559,15412,3069,969,6,11361,7
2313609,32767,7686,1286,24,23749,21
2313708,6871,2190,647,7,4026,1
2313757,17470,3483,996,19,12968,4
2313807,20189,4704,1224,10,14225,26
2313906,13746,2482,691,7,10562,4
2313955,18105,5337,749,35,11972,11
2314003,38984,12244,2994,19,23723,2
2314102,59712,10375,2071,59,47141,66
2400109,10597,4866,1303,2,4413,13
2400208,56496,18654,5786,108,31813,134
2400307,10839,2925,1306,20,6586,2
2400406,2946,1494,245,,1207,
2400505,13640,4952,647,19,8017,5
2400604,4687,2237,282,5,2160,3
2400703,12484,4843,832,2,6807,
2400802,11632,4070,1245,2,6313,2
2400901,6577,3281,308,1,2987,
2401008,36093,15823,1792,25,18304,147
2401107,24093,7338,2663,21,14055,16
2401206,13251,3601,1487,15,8100,48
2401305,9730,3289,449,3,5987,2
2401404,8825,2755,552,3,5019,496
2401453,26913,8322,2526,78,15963,24
2401503,3986,1586,319,2,2079,
2401602,4807,1262,300,1,3243,1
2401651,2306,953,148,,1203,2
2401701,9952,3016,1326,15,5590,2
2401800,12202,4402,769,11,7017,3
2401859,6293,1854,510,1,3926,1
2401909,3268,1044,243,3,1977,1
2402006,61146,34800,4712,43,21536,53
2402105,10215,3515,493,6,6201,
2402204,29668,8864,2404,24,18000,376
2402303,19727,7287,1461,46,10918,15
2402402,7992,4583,514,4,2854,37
2402501,9714,2802,1121,6,5778,7
2402600,79115,20171,11571,185,46197,990
2402709,11000,4563,475,11,5941,10
2402808,5117,1858,300,3,2956,
2402907,4237,2245,662,,1330,
2403004,8005,3840,595,15,3548,7
2403103,41313,20102,2988,16,18176,31
2403202,7044,3558,445,1,3039,1
2403251,252716,118180,19629,370,114184,343
2403301,6016,3131,449,1,2433,2
2403400,5360,2622,393,2,2342,1
2403509,10620,3464,753,22,6380,1
2403608,61635,19047,7963,100,34415,109
2403707,5944,2299,417,1,3227,
2403756,2938,823,320,14,1778,3
2403806,10196,4897,748,2,4548,1
2403905,2700,1415,220,1,1063,1
2404002,4122,1922,137,2,2058,3
2404101,2104,609,113,2,1378,2
2404200,26741,8030,2434,49,15804,424
2404309,11938,4914,1086,17,5920,1
2404408,9924,3127,796,,6001,
2404507,15295,5038,1576,56,8620,4
2404606,11615,3054,1315,26,7202,18
2404705,14131,4215,1793,21,8089,13
2404804,2035,893,134,12,996,
2404853,7292,2428,851,9,3996,8
2404903,5320,2227,322,,2770,1
2405009,7834,2649,360,2,4823,
2405108,6562,1938,519,18,4083,4
2405207,4746,1630,373,3,2726,14
2405306,9051,2961,761,23,5304,2
2405405,5117,1897,259,3,2956,2
2405504,2437,765,309,1,1271,91
2405603,13977,7796,671,12,5490,8
2405702,11655,7258,709,9,3679,
2405801,33290,9349,3157,158,18251,2375
2405900,2076,841,140,1,1094,
2406007,5803,3093,379,3,2328,
2406106,17793,7383,1057,10,9332,11
2406155,3739,1235,317,2,2184,1
2406205,6654,2130,492,18,4011,3
2406304,7338,2303,703,26,4301,5
2406403,2567,934,226,1,1404,2
2406502,15573,5638,1451,9,8465,10
2406601,8319,3026,703,1,4585,4
2406700,9866,2931,1131,2,5799,3
2406809,4787,1227,303,,3257,
2406908,3490,1691,157,,1642,
2407005,9070,3402,1014,22,4611,21
2407104,82249,25195,10004,182,45960,907
2407203,27369,8624,3151,28,15533,32
2407252,3924,1492,221,4,2204,3
2407302,7896,4016,667,1,3212,
2407401,8179,3634,754,4,3783,
2407500,10255,2487,1505,24,6232,6
2407609,4274,1371,576,2,2323,2
2407708,11444,3948,667,11,6808,10
2407807,23031,7701,1810,39,13448,33
2407906,2276,904,65,,1307,
2408003,264577,111024,24536,553,128231,226
2408102,751300,324743,73655,1284,350323,1264
2408201,31942,9593,3835,49,18405,60
2408300,34269,12745,1790,74,19628,31
2408409,3905,1898,228,,1779,
2408508,4913,3231,196,,1482,4
2408607,3934,1895,161,,1877,1
2408706,3579,1131,252,4,2192,
2408805,4801,1506,581,22,2690,2
2408904,21499,12587,1503,39,7361,9
2408953,10351,2801,960,47,6525,18
2409100,10896,4191,670,14,6013,6
2409209,3115,1157,215,2,1738,3
2409308,11007,4303,773,47,5882,2
2409332,4847,1448,461,15,2911,12
2409407,30479,15837,2823,8,11802,8
2409506,3618,1049,461,23,2083,2
2409605,2441,745,346,,1350,
2409704,6242,1937,750,52,3503,
2409803,13824,4955,946,12,7897,14
2409902,12278,3444,1444,6,7384,
2410009,2965,930,173,1,1861,
2410108,12390,3187,1344,2,7855,2
2410207,7601,3061,1482,1,3046,11
2410256,5228,1464,620,1,3138,4
2410306,10125,3034,720,7,6359,5
2410405,9362,2783,878,9,5670,22
2410504,5432,2943,264,4,2215,6
2410603,2934,1728,136,,1070,
2410702,2701,960,429,,1312,
2410801,4127,2273,153,1,1700,
2410900,7389,2108,679,7,4589,6
2411007,4242,1570,322,2,2344,4
2411056,5382,1522,427,2,3427,2
2411106,3206,765,203,,2238,
2411205,37313,15160,3440,188,18494,31
2411403,12456,4654,1040,8,6743,10
2411429,2696,1680,131,,885,
2411502,22177,8167,1397,31,12555,27
2411601,3304,946,214,13,2129,2
2411700,3792,1477,265,16,2034,
2411809,3492,2257,304,2,928,1
2411908,4161,2054,246,6,1855,
2412005,115838,39449,14410,183,61390,405
2412104,5956,3305,404,5,2241,1
2412203,47286,15992,4790,101,26342,61
2412302,11121,3636,967,19,6498,1
2412401,4558,2422,351,,1785,
2412500,23537,13585,1272,50,8623,7
2412559,10221,3361,1139,14,5691,16
2412609,16786,5681,1217,5,9872,11
2412708,5776,1678,547,2,3549,
2412807,7711,3702,429,9,3571,
2412906,9972,3037,848,6,6081,
2413003,6310,3323,345,22,2617,2
2413102,5965,1810,495,4,3656,
2413201,4065,1110,314,1,2634,6
2413300,5703,1927,356,11,3407,2
2413359,13091,4444,1042,33,7561,11
2413409,7597,3349,588,21,3631,8
2413508,6436,2124,477,6,3829,
2413557,4659,2614,387,1,1656,
2413607,5487,2090,382,,3015,
2413706,4654,1981,211,2,2459,1
2413805,2338,895,256,,1187,
2413904,11422,2727,1465,,7228,2
2414001,13281,4575,874,13,7817,2
2414100,10262,4673,628,23,4938,
2414159,5891,2624,295,3,2965,4
2414209,16929,5617,1772,25,9448,67
2414308,2348,1103,149,,1096,
2414407,33035,9453,2881,59,20592,49
2414456,3376,1313,240,13,1803,7
2414506,10078,4596,433,1,5045,1
2414605,13577,5225,737,4,7611,
2414704,5233,2129,333,6,2761,4
2414753,3014,1678,183,1,1152,
2414803,10735,4198,772,11,5748,6
2414902,1822,484,262,,1076,
2415008,3174,925,206,8,2032,3
2500106,9335,3574,396,3,5357,5
2500205,5003,1719,191,2,3091,
2500304,26062,7082,3684,96,15190,8
2500403,21013,5693,1778,9,13523,10
2500502,13725,3170,1764,22,8761,7
2500536,5578,1978,274,4,3322,
2500577,2953,777,151,,2018,7
2500601,21730,5079,2129,35,14467,20
2500700,17964,7513,963,4,9479,3
2500734,2234,734,107,3,1385,5
2500775,7960,2637,1006,21,4287,9
2500809,16646,5571,1094,28,9938,15
2500908,12212,3925,946,,7341,
2501005,17189,6403,798,4,9980,4
2501104,22633,5897,2715,55,13945,21
2501153,2005,666,111,3,1225,
2501203,7128,2396,401,7,4319,5
2501302,18705,6590,618,1,11490,6
2501351,4152,1177,418,2,2547,8
2501401,9224,908,219,7,1027,7063
2501500,23134,7926,1438,44,13718,8
2501534,4762,1259,195,9,3297,2
2501575,8059,3845,319,15,3879,1
2501609,12904,4064,660,18,8159,2
2501708,5906,2378,342,2,3167,17
2501807,82742,25987,9492,136,46876,251
2501906,16401,5502,985,27,9883,4
2502003,6268,1911,354,1,4002,
2502052,3504,1172,282,,2050,
2502102,5207,1642,448,11,3097,9
2502151,6377,2564,530,11,3258,14
2502201,2286,776,132,2,1375,1
2502300,4661,1900,159,,2602,
2502409,10252,3001,767,1,6475,8
2502508,17598,7394,886,10,9291,17
2502607,5648,2247,238,7,3156,
2502706,4214,1034,326,8,2840,6
2502805,13613,5434,762,4,7410,3
2502904,5742,2680,277,,2782,3
2503001,21193,5034,2424,67,13637,31
2503100,5335,2341,282,26,2683,3
2503209,66519,22392,6751,92,37043,241
2503308,9151,2618,431,3,6094,4
2503407,3291,964,269,,2056,2
2503506,16064,5023,669,13,10349,9
2503555,7223,1582,435,5,5196,5
2503605,6602,1881,413,,4306,2
2503704,63239,25349,4612,46,33199,32
2503753,2740,931,302,4,1503,
2503803,5753,2074,644,,3035,
2503902,6085,2084,395,,3590,16
2504009,419379,165378,31993,763,220797,446
2504033,6970,2370,403,13,4160,24
2504074,3944,1320,186,,2436,2
2504108,2312,1411,133,2,764,2
2504157,6889,2043,338,2,4506,
2504207,4491,1604,351,8,2520,8
2504306,30661,12009,2591,18,16023,20
2504355,5254,1996,130,1,3126,1
2504405,18260,4909,1208,11,12124,8
2504504,6451,2736,437,13,3265,
2504603,27605,6821,4590,28,15674,492
2504702,4933,2209,328,3,2393,
2504801,14683,6487,1607,6,6583,
2504850,1824,853,126,7,836,2
2504900,17095,4714,1327,10,11042,2
2505006,7580,2905,542,14,4109,10
2505105,19719,7195,943,11,11568,2
2505204,6730,1749,766,3,4206,6
2505238,6251,1838,289,4,4117,3
2505279,5254,1454,543,,3253,1
2505303,2292,714,139,2,1436,
2505352,4982,1645,141,1,3195,
2505402,8067,2338,449,7,5270,3
2505501,3641,1681,175,4,1781,
2505600,6299,1366,858,,4075,
2505709,10380,3274,1046,7,6045,7
2505808,3327,1190,209,8,1916,4
2505907,3011,991,421,,1599,
2506004,31231,11544,1948,40,17654,45
2506103,11049,3667,507,3,6864,8
2506202,2846,1007,167,2,1670,
2506251,8179,3221,340,,4613,5
2506301,57484,20613,4324,34,32440,73
2506400,13766,3982,1532,9,8241,2
2506509,3242,1201,249,2,1790,
2506608,5631,1566,375,17,3669,4
2506707,10392,3144,736,6,6488,18
2506806,17692,5318,1405,29,10933,7
2506905,23182,7211,2000,5,13958,8
2507002,23940,8388,1853,61,13629,9
